,amountRaised,campaignTitle,currencyType,endDate,goal,numberContributors,story,url
10,"7,025",Keith Hancock Needs Your Help,Pound Sterling,, £6.1k ,111.0,"My name is Chris Lee and I'm a Brit living in Ho Chi Minh (Saigon),
  Vietnam. As an Expat living here, we get to meet many people from all
  walks of life. People of different Nationalities, Faith and
  background. I met Keith over 6 years ago and bonded over our love of
  Pool, and continually disagreed about our football teams (another story). Keith Hancock had had a varied life, including a long career as a
  popular Folk Singer and many of the people who enjoy that scene,
  remember him as the writer and composer of the Folk Standard, Absent Friends. Keith eventually took residence in Ho Chi Minh around the same time
  that I moved to Saigon in 2013 and has used his life experiences to
  colour the lives of the people here in Saigon with his writing and his
  reflection on life, ever since. On the morning of Tuesday 25th June this year, Keith suffered a
    heart attacked and was admitted to the ICU at the Heart Foundation
    in Saigon. where they advised him that he urgently needed an operation. There is no provision for a National Health Service in Vietnam.
    The cost of the surgery plus hospital care and ongoing medication
    will be $8000. We have to raise this money before they will operate.
    Time is imperative. We are asking his family, his friends from
    music, and the many others he has made on his travels for help. We need support in monetary donations and importantly, in people
    actively sharing this appeal to their friends, fellow musicians,
    Folk followers and any wider circle. Any donation will be gratefully accepted. Keith desperately
    needs this procedure to repair the damage to his heart and to
    provide any chance of living out a full and fruitful life. If there is any surplus money after all costs are met, it will
    be donated to the Children's Heart Foundation at the same hospital.
    This provides free heart surgery for Vietnam's poor children and is
    also a very worthy cause. I do hope that you can help.",https://fundrazr.com/91WdFb
11,"3,281",Judy Gerdis Needs Costly Oral Chemo for Metastatic Breast Cancer,U.S. Dollar,, $9k ,36.0,"Hello, I am Tom and Judy Gerdis’ daughter, Trina Sutherland.
     Some of you may be aware in April of this year my mother, Judy, was
    told by her physicians that the breast cancer she fought hard to rid
    her body of in 2008 through 2009 has returned and is attacking her
    bones.  It is currently on a femur, in her tailbone,  shoulder,
    neck, some parts of the spine, and her lower skull. We were excited
    to learn through scans none of her organs have been affected. And we
    want to keep it that way! She began a 10 day treatment of radiation two weeks ago. Now she is
  waiting for her white blood cell count to recover so she may begin the
  oral chemo treatment called Ibrance. Ibrance is a very costly
  prescription. After insurance, it costs $2235.00 for a 21 day supply.
  This prescription could possibly need to be administered for the next
  year. I hope that we can all rally around my parents at this time so
  they will not have to refinance their home in order to pay for this
  lifesaving medicine. The cost of this one drug for a year is  close to
  $30,000. The first month is covered and then we have 30 days to band
  together before the bills hit for each new month’s prescription.  This
  is not including her other medications and treatments. My mom is determined to win this battle once more. Tom and Judy are
  confident the Lord is walking her through this journey  and the
  Father’s amazing healing works will be demonstrated mightily. Thank you for your donations and prayers! Every little bit will help
  my mom continue to fight the good fight. Please follow this page at
  the bottom to keep up with updates. If Ibrance is discontinued,
   whatever monies are raised will go to any other medical expenses my
  parents may incur.   Blessings!",https://fundrazr.com/f1VFVf
12,"17,435",Drew’s leukemia fight,U.S. Dollar,, $20k ,152.0,"Drew Aufderheide was diagnosed with a rare and incurable form of
  Chronic Myeloid Leukemia (CML) .  Only 5,000 per year in the United
  States are diagnosed with this disease and because the cancer is
  caused by a chromosomal change, there is no way to cure it - only
  medication to keep it at bay.  At the age of 33, it is extremely rare
  for someone like Drew to have this form of leukemia.  It is normally
  diagnosed in people with an average age of 67, and the life expectancy
  is approximately 15 years. There are currently a lot of unknown facts
  surrounding Drew's case because physicians and oncologists do not
  often see CML in someone so young and because of Drew's young age, his
  life expectancy is unknown. What is known, is that Drew needs to take a maintenance chemo
  drug/pill each day to manage the CML for the rest of his life, or
  until a cure is discovered.  There are only a few drugs available at
  this time to treat this disease and Drew's body has already rejected
  3.  He is on the last and 4th drug that is available at this time and
  because it is so rare the demand for the drug is low.  The medication
  he is on now comes from Switzerland, the only place it is made.  The
  doctor orders it through a lab in New Jersey, it is then
  mailed directly to Drew. This medication is not available through a pharmacy. Because of the low demand, the cost for Drew's medication is
  approximately $11,000 per/month.  Medical Insurance and grants pay a
  portion of the entire cost of the drug, so Drew is faced with finding
  funding to make up the balance.  This disease has been an incredible
  financial strain on Drew and his wife Val. With this medication comes
  side effects that he must manage.  Drew has met this challenge with
  his usual strength of determination, peace of soul, his faith in God
  and warm and loving demeanor. Drew is very grateful for the prayers and financial support people
  have shown him in the past.  Financially, the importance of any
  monetary gifts cannot be overstated.  It has allowed him to pay for
  the medication to keep him alive.  From a faith viewpoint, he cannot
  thank you all enough for your prayers.  He knows from experience that
  prayer works.  During this last year when weeks of side effects have
  kept him in bed unable to work, he felt your love and prayers.",https://fundrazr.com/exjqd
13,"2,800",Help Bre #keepmoving & maintain their independence with an Alinker walking bike!,Canadian Dollar,, $2.8k ,35.0,"Hey friends! Okay, so... I'm Bre. I'm 28 years old. I'm a lover of the
    creative process and its many forms. I love trying new things
    because I'm always up for a good challenge. However, I'm facing a
    pretty big challenge of a different sort currently and would really
    appreciate your help. I've lived with mobility issues since the age of
    nine, because of multiple spinal issues, but mostly due to multiple
    arachnoid cysts filled with fluid at the base of my spine which are
    compressing my nerves. I've had surgery to drain it in 2001, and it
    was stable for many years but recent MRIs have shown that it's
    become filled with fluid once again. Medically, I'm figuring out
    what my options are at the moment. In October of 2015, I woke up to feeling like there was a
    piece of tape stuck to the bottom of my right foot. Since then I've
    had multiple EMGs and MRIs done and am still left with not a lot of
    answers or solutions. Due to a combination of my complicated case
    and the scar tissue from my previous surgery, multiple neurosurgeons
    have told me they're not comfortable attempting another... so I'm
    left with a situation I need to find my own solution for. To get an idea of what I'm working with here, here's a picture
    of a ""healthy"" spine vs my spine: If you feel like deciphering doctor language, here's my most
    recent MRI report: ( Right-click on the pic > Open image in new tab to see it at full resolution) In summation: YIKES. What does this mean for me currently? Chronic Pain Numbness in my right foot makes it so I can't
      feel the floor when I go to take a step, therefore, balance issues I haven't been able to walk without a cane
      since 2016 I'm not able to walk very far, even with a
      cane, so I've been essentially housebound for these last few
      years, and boy, would I love not to be! I'm reliant on my brother and sister-in-law
      for anything that requires me to leave the house. (They are the
      best and don't mind, but I'd rather not have to!) So... What would the Alinker do for me? I'd be able to leave the house by myself(!!!) I could go get the mail! Grocery stores would once again be within my reach Unlike a wheelchair, I'd be able to rebuild
      and maintain muscle tone in my legs Be able to have a conversation while walking
      again instead of using all my energy focusing on trying not to fall I could enjoy my time at events, festivals,
      family trips, etc. without feeling like I'm slowing everyone down Having a seat with me at all times would be a
      dream come true I could explore the neighborhood and all its
      cool historic sites I could take my nieces to the park I could walk the family dog I would be closer to being as cool as Selma Blair It really would give me so much freedom back,
      open up my world again, and change my life. Thank you for your consideration and support ♥",https://fundrazr.com/f1VtI8
14,"2,986",Help Finley get on his feet,Pound Sterling,, £5k ,138.0,"Finley was born with cerebral palsy which is a life long condition
  which effects his muscles. Finley got cerebral palsy through lack of
  oxygen to his brain which has resulted in brain damage.  The simple
  things we take for granted Finley struggles with. Finley underwent an operation in Feb 2016 called selective dorsal
  rhizotomy. The surgeon cuts through the spine and cuts off some of the
  stems which are causing Finley's legs to be so stiff. This left him
  with loose legs which were so much easier to move but revealed the
  underlying muscle weakness. Finley is now 6 and able to walk with a
  walking frame although his main way of getting around is in his
  wheelchair or crawling around the house. Our ultimate goal is for
  Finley to be able to walk with sticks ! Finley gets 1 physio session a week on the NHS but he is required to
  do some sort of exercise everyday. He also has 1 swimming lesson a
  week. We have a private Physio who is £60 an hour who he sees once a
  week.  Finley is working so hard for her and as you can imagine it is
  to expensive for us to fund alone so we are kindly asking for people's
  help to get our little boy stronger All we want as parents is for Finley to live a healthy happy life and
  be able to keep up with his friends which ever way that may be. Thank you for everyone's support and donations it means so much to us
  ! Xxxx",https://fundrazr.com/4lE83
15,"1,935",Please help support Avery during chemo,U.S. Dollar,, $2k ,40.0,"My son Avery was diagnosed with acute myeloid leukemia on April 25th,
  2019 after a 6 day hospital stay. We have currently been in the
  hospital for 15 days and have at least 3 more weeks to go followed by
  a few days at home and more 28 day cycles in the hospital. During this
  time I have been with Avery 23 hours a day and haven’t been working
  while he receives chemo. I hate asking for help but during this
  process I need to lean on my village. Anything will help keep me here
  with Avery while we go through what is probably the hardest time in
  our life.",https://fundrazr.com/51UuZ5
16,355,Help James get something off their chest!,U.S. Dollar,, $8k ,10.0,"About me: I’m a passionate animal lover from Roanoke,
  VA working at a nonprofit animal welfare organization in the
  Shenandoah Valley (yep, the same one the sad song is about). I was
  privileged as a young adult to spend time in safe spaces, and I found
  the latitude to question my gender. While I was described as a tomboy
  in my childhood, there is perhaps more to the story as an adult. The Challenge: I am deeply rooted to nonprofits and
  cause-based work, leaving little time and energy left towards pure
  capital gain. That said, over my years of questioning, researching,
  listening to trans people’s personal journeys, and amplifying voices
  where and when I can, surgery is going to be part of my transition to
  greater comfort in my own body and my own skin. While I find it
  difficult to put into language the nuance of how I feel in my body,
  the long and short of it is that I’m very uncomfortable with some of
  its features that cannot be the shape I feel they should without top surgery. The Goal: The purpose of this fundraiser is to raise
  money to pay for my top surgery. Donations will go directly to getting
  something off my chest so I can continue my work in the nonprofit
  sector with animals who have no voice otherwise. I humbly ask for your consideration among
  so many other worthy causes. A few dollars, a few cents, is deeply
  appreciated! Every contribution counts! No donation is too small!",https://fundrazr.com/boobsbegone
17,"2,665",Fundraiser for Michelle Smith,U.S. Dollar,, $20k ,39.0,"Hi my name is David Prendergast and I wanted to invite you to a event
  to help my sister Michelle Smith with her fight against cancer. We are
  holding a pig roast and beer fundraiser for Michelle Smith to help her
  pay medical bills and expenses related to her cancer treatment. Michelle is battling uterine cancer. We want to support her in her journey.",https://fundrazr.com/e1Vcz9
18,"5,720",Kidney for Bryanna,U.S. Dollar,, $5k ,59.0,"My daughter, Bryanna, needs a kidney. She is 19 years old and is one
  of the hardest working, loving and hilarious young Christian woman I
  have known. Unfortunately, while she was a junior in high school, it
  was discovered that her kidneys were failing. She was diagnosed with FSGS, which causes scarring in the tiny
  filters in her kidneys, rendering them useless. Several medications
  were used in an attempt to slow the progress of the disease but her
  body did not respond.  This past November she had a dialysis catheter
  placed and started dialysis. She does her dialysis at home and has so
  much responsibility between her daily 14 hour dialysis routine, many
  medications, strict diet and weekly clinic appointments. As her health
  declined, she has maintained a part time job and has taken classes at
  community college as she wants to become a registered nurse. She has
  nowhere near the stamina a 19 year old should have but she pushes
  herself so hard. Wait time for a type O kidney in Michigan is 5-5 1/2 years. As a
  parent it is gut wrenching to watch her suffer the fatigue, constant
  nausea, and occasional depression. A suitable live donor has not been
  found. Fort Worth, Texas currently has the shortest wait time in the
  nation at less than a year is estimated. As a result, we are uprooting
  our family and moving to Texas in order to have her listed there. We will be starting over with new insurance deductibles and, due to
  moving expenses, paying her medical costs will be very difficult.
  Please consider donating in order to offset the medical costs for her
  current treatment and help us prepare for a transplant. All donations
  will be kept in a separate account for her medical bills. Ability to
  afford medical expenses (such as post transplant anti-rejection
  medications) is necessary in order to be listed for transplant. We appreciate all support, whether it is monetary, a prayer or a word
  of encouragement. Please be sure to consider becoming a registered
  organ donor and be sure your family is aware of your wishes. There are
  so many people like Bryanna who are waiting. Thank you so much for reading this and for caring.",https://fundrazr.com/11Ugn5
19,"5,510",Miles Turns Two,U.S. Dollar,, $5k ,49.0,"Miles was born at 9:35PM on June 8, 2017 at Advocate Lutheran General
  Hospital, and it was quickly discovered that something wasn't quite
  right. Miles was gasping for air and showing signs of seizures, and he
  was almost immediately whisked away to the NICU for what would be his
  home for months to come. After four, long days of tests, x-rays, and
  more pokes than one newborn should ever have to endure, it was
  discovered that Miles's ALP levels were ""immeasurable"" and
  many of his bones were so under-mineralized, that they didn't even
  show up on x-ray. While we didn't have genetic confirmation at this
  point (that would come a few weeks later), Miles was diagnosed with
  Infantile Hypophosphatasia - or HPP for short. With his essentially
  nonexistent ALP, Miles is unable to mineralize bones properly. His
  body also struggles with breaking down B6, which cause him to suffer
  from B6 responsive seizures. Thankfully for Miles and the rest of us,
  there is an enzyme replacement therapy that was recently approved by
  the FDA. Miles received his first injection on June 23. It took about two months to start to see some development in Miles's
  bones. His skull that was referred to as ""bone buds"" when he
  was born was finally starting to mineralize. His ribs that looked like
  toothpicks on the first x-ray were showing some strength. We had no
  idea for these first couple of months if the enzyme replacement
  therapy would work. And these x-rays were the first real sign of hope
  because by the end of July, Miles had tired himself out from his
  short, shallow breathing and found himself intubated. After much
  discussion with his doctors, Miles had surgery to get his trach and
  g-tube on August 9. Now you'd think that with a ventilator helping him breathe and the
  enzyme replacement therapy helping him mineralize his bones, we would
  have started to see marked improvement in Miles. But that wasn't the
  case. Miles continued to struggle. Growing bones is apparently quite
  painful (I mean even the great Harry Potter thought so). After some
  advocating by his wonderful nurses, Miles was given a morphine drip
  for the pain. He was also on a number of sedative drugs. It took until
  November, at over 5 months old, for Miles to be weaned off of his IV
  drips and have his central line removed. Even after his central line
  was removed, it took until December for him to be weaned completely
  off of morphine. And on January 16, 2018, after 222 days in the NICU, Miles was
  finally stable enough to come home. But this wasn't the end of Miles's
  medical adventures. Miles came home 100% ventilator and oxygen
  dependent. He also was fed entirely through a g-tube and never took a bottle. For the past year and a half, Miles has made major strides. He's
  learned to sit unassisted, to crawl, and even bear weight on his once
  broken legs. He's grown strong enough to start weaning off the vent.
  And he's begun taking some food by mouth. But Miles still has a
  lifetime of obstacles to overcome thanks to his HPP. For Miles's second birthday, we are raising money for Soft Bones.
  Soft Bones is an amazing organization that has helped us so much in
  Miles's first two years of life. They offer support and resources to
  HPP patients and families. They fund research to help better the lives
  of patients with HPP, and hopefully to one day fine a cure for HPP. We
  are honored to give back to this organization that has given us so much. For more information on HPP or Soft Bones, visit SoftBones.org",https://fundrazr.com/milesturnstwo
20,"40,626",Hannah's Heroes,U.S. Dollar,, $177k ,664.0,"Our daughter Hannah was born with 2 very rare diseases 1 called C.A.H
  and the other called Spinal Muscular Atrophy, which works to rob her
  of her ability to move, breath and, eventually, live. There is a drug
  that can stop this disease. It has just approved it. But accessing it
  costs $177,000, and the process of our drug plan won’t be ready for
  another year. That’s a year that our little girl can’t afford to wait.
  It would be a year of vulnerability and loss. But with your
  help, we believe we can turn it into a year of miracles! Let me
  tell you the rest of our story. Spinal Muscular Atrophy (SMA) has
  become our daily life. It’s the genetic condition most likely to kill
  children under six years of age, and our daughter has it. It’s a
  progressive lower motor neuron disease, that is loosely paralleled to
  adult ALS. But there are significant differences: most notably, SMA
  never affects cognition, so our daughter is as bright and keen as any
  other child her age. At 14 months, Hannah took her first 3 steps. She has never walked
  since then. After those first steps, she lost any strength to walk,
  then strength to pull up to stand, and then the strength to crawl. She
  can barely get from a lying position to a sitting position. Hannah is
  our mature little scholar! But she is completely dependant on us for
  dressing, toileting, and getting her in her wheelchair.But those
  things aren’t the worst. She is at an extreme risk of respiratory
  failure. Every single simple cold/viral infection is a threat. At
  least three times a year these infections strike hard enough to send
  her to the hospital. As a parent, I weep and get nauseous just
  thinking about this. I don’t want to think about what the next year
  could hold for her. But the amazing thing is that it doesn’t have
  to be that kind of year for our little girl. For over two decades
  the gene responsible for SMA has been known but there has not been a
  single available treatment. This past summer the first drug in history
  to specifically treat SMA was approved ! It is called Spinraza
  (Nusinersen). It can completely halt SMA in its path and even lead to
  some GAIN in muscle strength! This drug truly is a miracle, and
  we need our daughter on it as soon as possible. Though it’s
  approved Spinraza won’t be available on our drug plans for another
  year. It costs $177,000 to provide a year’s supply for Hannah 3 vials
  . The manufacturer, Biogen, will sell it directly to families willing
  to pay for it. This treatment WILL stop Hannah's respiratory deterioration, keep her
  hands strong, and prevent future problems in her spine that would
  require surgery.And we don’t even know what gains it might provide.
  Instead of a year of atrophy it can become a year of miracles! But we
  need your help. We do everything we can for our little girl but we
  can’t do this alone. We need to raise $177,000. Please join us
  on our journey and help to make this a year of miracles for Hannah",https://fundrazr.com/HannahsHeroes
21,"1,862,470",American Gut,,,,,"The American Gut Project is a part of the Microsetta Initiative , with the mission of
    collecting microbiome samples and rich phenotypic data from
    populations across the globe. The Human Microbiome Project and other microbiome projects
    worldwide have laid an important foundation for understanding the
    trillions of microbes that inhabit our bodies and their impact on
    health and disease. However, opportunities for the public to get
    involved in such research have been limited. Now, American Gut gives
    you an opportunity to join this research project and learn what’s
    living on and inside you. American Gut is a project built on the open-source, open-access
    principles of the Earth Microbiome Project. The data we collect is
    de-identified and then deposited into open repositories for the
    benefit of other researchers and scientists.  By participating in
    our project, you can help contribute to research that will help the
    world understand how the microbiome affects our health. In exchange
    for your participation, we generate a report summarizing the types
    of microbes observed in your sample, and how your sample relates to
    other people in the study. While American Gut mainly focuses on the gut as this is where
    most of our microbes reside, we will also look at areas like the
    oral and skin, as these areas of the body also contain microorganisms. Some examples of what we have found using our data: Younger
  children tend to have more proteobacteria composing their microbiome.
   As you grow older, the diversity of your microbiome increases. (Based off our preliminary findings in 2014,
      found here ) There’s a significant difference between the types of bacteria
    found in industrialized populations vs. non-industrialized populations. McDonald et al. mSystems . May 2018. DOI: 10.1128/mSystems.00031-18 If You Live in the U.S.: Joining is
    simple! Select the kit you would like from the list of options on
    the right-hand side by clicking “Claim this perk” (if you would like
    to receive a certain number of kits that isn’t listed as a perk,
    email us at info@americangut.org ) . Your kit
    will arrive via USPS within 2 weeks after payment, unless you have added the “Priority Shipping”
    perk along with your kit. If You Live in Europe: Visit our sister site, British Gut , to join. If You Live in Australia or Singapore: While we do have sites set up in Australia and Singapore (known
    as Australian Gut and Asian Gut respectively), we ask that participants contribute an additional $25 on top
    of their contribution, which covers an international shipping fee . These sites allow participants to send their samples back to a
    local site, which then sends the samples back to our lab in the U.S.
    to reduce the costs of shipping. If you live in Australia or Singapore and would like to
    participate, claim a perk.  The next page will have an option to
    ""top off"" your contribution with an additional amount,
    which you will use to add in the $25 to mark your kit to go out. I f you do not include the $25 shipping fee, your kit will not be
      sent out until we have received it. Once we have received your transaction, we will forward your
    information to our collaborators. They will then send out a kit to
    you, which you will receive within 3 weeks . Please note that the r eturn time for results will take significantly longer than the
    expected 3 months for Australian/Asian Gut participants. The reason
    is that we have to bulk ship samples on dry ice back to our lab at
    UC San Diego.  This costs thousands of dollars per shipment, so it’s
    only feasible to do once enough samples are ready to ship. If You Live Anywhere
    Else: International participants are also
    welcome to join. The $25 international shipping fee also applies (which you must include in your contribution), along with other regulations . I f you do not include the $25 shipping fee, your kit will not
      be sent out until we have received it. We also ask that samples are shipped back to our lab within 48 hours of being collected. The cost of shipping to our lab in the U.S. from some
    locations can be expensive , so it is recommended that you look into the cost of return
    shipping (it is highly suggested to use FedEx as it is more
    reliable). If you are interested in learning the process of our project
    from start to finish, we have a video available here . Each kit contains a sample tube (or more, if ordered), an
    instruction manual on how to register your kit and take a sample,
    credentials to access our participant website, and return
    envelope(s) to send your sample back. Your results will provide a general overview of how your microbial profile
    compares to other participants ( these results are not intended to be medically actionable,
      and we cannot provide any personalized interpretation ). You will also receive a list of the microorganisms found in
    your sample and their relative abundances (based at the genus
    level).  Results are uploaded via our participant website, which you
    will get access to once you register your kit. For stool samples, it will take about 3-4 months for you to receive your results, and longer for those who are
      participating outside the U.S. (due to shipping procedures to send
      samples back to our lab, which is based at the University of
      California San Diego).  It takes approximately significantly
      longer (5+ months) to receive results if you submit one of the
      following sample types: Oral or skin samples . A desktop computer or laptop is recommended to register and log your sample into our
      participant portal website, as our participant website has
      compatibility issues on mobile devices and tablets.  The best
      browser to use when you register your kit is Google Chrome . Note that your de-identified information will be part of a
      research study and will be made available in a publicly available
      research database. That is, any personal information that might
      easily identify who you are will be removed before being placed in
      the public database. If you decide that you no longer wish to continue in this
      study, please send a request to the American Gut Project help
      account ( info@americangut.org ) to inform us of your intent to withdraw. You may request a
      refund within 50 days of your original payment if you have not yet used your kit. Please note that the Fundrazr transaction fee will be
        deducted from your refund. The consent forms are maintained on the participant website;
      details are included in your kit. To sign the consent form, you
      must agree to use an electronic format for your signature in
      accordance with the United States' eSIGN Act and California's UETA
      Act. You have the right to obtain the electronic record in a
      non-electronic form. The results you receive from submitting a sample are not
      meant to act as medical or health diagnoses . We will not be able to provide any clinical or medical
      information and recommendations from your results. If you have any questions or concerns, please email us at info@americangut.org.",https://fundrazr.com/americangut
22,"3,805",Ceiling lift for Ryan’s 12th birthday,U.S. Dollar,, $3.8k ,28.0,"Our son, Ryan, is 11 years old and suffers with Miller Dieker
  Syndrome. He needs total care for all of his needs and daily
  activities. He is now 74 pounds and getting so heavy for us to lift.
  We have sent a letter of medical necessity and applied twice for a
  lift to Ryan’s Medicaid but have been denied even after appealing. His
  12th birthday is coming up on June 21st and the only thing I can think
  of that he needs is a manual ceiling lift. This will help us safely
  get him from his bed to his wheelchair or to his bath chair. He has
  been getting bed baths for a year now despite having a rolling bath
  chair and a walk in shower to use because it is no longer safe for us
  to lift him especially when he is wet from the shower. He also goes
  many places throughout the week (church, therapy, and family outings)
  and we do not want him to be limited from these activities because we
  can no longer lift him and put him in his wheelchair. We do not want
  him to become bed bound. We have found a manual ceiling lift and track
  system at the lowest price possible that will meet his needs and have
  attached pictures. Thank you for sharing or story or donating to his
  fund for his 12th birthday!",https://fundrazr.com/91VMaf
23,635,Pediatric Brain Cancer - Brave Like Georgia,U.S. Dollar,, $1k ,13.0,"Meet Georgia...in this picture, February 16th, was the first
    day Georgia started complaining of headaches. Soon after, she was
    diagnosed with. She has already triumphed over so many medical issues in such a
    short amount of time - brain surgery, blood transfusion, days of
    severe pain throughout her body, high fevers, extreme nausea, hair
    loss, and she just finished 6 weeks of chemotherapy and yet, the
    list goes on. The
    location of concern is against her brain stem and her oncologist
    said if a second brain surgery is needed, it will have to be more
    aggressive with the likelihood of damage happening. The sooner
    Ependymoma is removed completely, the better it will be for her. We
    are praying and having faith that Georgia will be completely healed
    and a second brain surgery will not have to happen ✝️❤️ She had an MRI on Tuesday morning. While they await the determination for a second brain surgery, I need your help and support to give back to Georgia and her
    family. Each donation is being matched by Usborne Books & More. The donations will be used for medical expenses, gas, food, and more. If possible, can I count on you to donate $50?",https://fundrazr.com/01Vhl4
24,"2,964",Please Help This Kid To Get A Chance to Live,U.S. Dollar,, $40k ,42.0,"My Dear Friends, I don't even know where to start... All of you or most of you know my story. Today, Monday the 25th, I woke up as usual with million things in my
  head... my blood work was bad on Friday... tons of work ahead of me...
  and billion random things that we think are so important... And then
  about 7 am after talking to my mom I found out that one of my little
  nephews was just diagnosed with rear disease. 4 years ago I was
  diagnosed with the same thing... aplastic anemia (form of bone marrow
  failure). That moment felt like as if the floor beneath me just
    dropped as if I was an elevator, yet I was standing. All my worries
    and thoughts became so insignificant... His name is Vasyl (on the right) . He is only 11 years old. He need
  bone marrow transplant as soon as possible. Fortunately he has 10 out
  of 10 donor match, his brave little brother Mark (one on the left).
  But unfortunately he lives in Ukraine... and his parents just can't
  afford this procedure that cost 40 000 Euro.  Can you imagine how is
  it to know that you can help your child but can't afford it... I get
  chills even thinking about it... So here I am asking for your help. If everyone who read this
    post can donate at least $5 (price of our everyday coffee) TOGETHER
    we can try to make a difference in his life. PLEASE SHARE THIS POST. I am very new to this campaign thing so forgive me if I made a
    mistake somewhere and please contact me if you have ANY questions. Thank you for your time and your help! Sincerely, Olga Sapunkova",https://fundrazr.com/31Mve7
25,"39,300",Help Zuberi Walk Again With Stem Cell Treatment                in 2019!!!,U.S. Dollar,, $100k ,6.0,"https://youtu.be/qAHDUtt8YAA In 1993 in Oakland, CA at age 23, Zuberi Mwanathaura became the
  unintentional target in a gun shooting. In the aftermath that
  followed, he was ultimately rendered paralyzed from the chest down and
  wheelchair bound. The shooter’s bullet was meant for his cousin, but
  he was caught in the crossfire, an irony, since he had lived as a law
  abiding citizen his entire life; making his goal to stay clear of
  drugs and violence, unfortunately it became his nemesis. Zuberi lived a very positive and active life before, which he still
  maintains since the tragedy. Albeit, he grew up in the inner city and
  managed to avoid major incidents of violence involving guns, drugs and
  gangs. He knew it was incumbent to remain focused on his goals of
  living a very disciplined life by never drinking alcohol or using any
  kind of drugs, thus avoiding conduits possibly predisposing themselves
  such a tragic outcome. Zuberi at the very time of the shooting worked
  three jobs, seven days a week, while raising two children along with
  pursuing his goals and dreams of being an entertainer (actor, model,
  dancer, rapper and writer). Post the immediacy of the incident, he has
  survived two life threatening surgeries with his heart stopping twice
  on the operating table. Afterwards, and as he convalesced, while
  bedridden for a year, with countless prayers, tears, family and
  community support, he regained physical strength and emotional
  resiliency (although punctuated by intense, constant, and chronic pain
  related to the remaining bullet fragments in his spinal cord and
  chest; 25 years post-incident, he continues to endure the never-ending
  constant, excruciating, chronic, physical pain induced by the bullet
  fragments that remained in his spine). Once stabilization period peaked Zuberi began volunteering by
  mentoring to youth, doing motivational speaking engagements, at
  numerous schools, churches, and social programs; ALL at his own
  expense never charging a fee for his services! Desirous of furthering
  his formal education, Zuberi went back to school and began to
  matriculate his degree and in May, 2000 he was conferred with a
  Bachelor of Arts degree in History Education from Clark Atlanta
  University in Atlanta, Georgia. Currently Zuberi has a T4 Spinal Cord injury, as well as bone on bone
  cartilage wrist damage, as a result of 25 years of confinement in his
  wheelchair and years of operating his wheelchair manually. His
  recommended treatment for his condition is Stem Cell Treatment and
  Rehabilitation. He is requesting this project be funded As Soon As
  Possible in order for him to benefit from this crucial and essential
  surgery. In addition, he is a prolific writer and film producer with
  an ultimate goal to complete his book and documentary projects titled,
  “Dreaming Beyond My Circumstances”; highlighting  his “ tragedy to
  triumph” story to encourage others that no matter what their adversity
  in life or circumstances they live with, to never give up. Zuberi
  hopes to exemplify that you can still make it no matter your
  circumstances. He wants to shout from the mountaintops, “Just don’t
  give up on your dreams, goals and aspirations, and NEVER give up the
  fight!” His ultimate goal is to walk, dance and run again through this
  vital Stem Cell Treatment. On behalf of Zuberi Mwanathaura, we wish to Thank You in advance for
  your prayers, your financial support, your love and sharing his story
  through social media, and with your friends & families. Please join us in our campaign to Help Zuberi Walk Again in 2019!! Speech in link below of Zuberi doing a Motivational Speech to High
  School Students in Oakland, CA. https://youtu.be/4Y65D7Iljoc Peace and Blessings to All!!!",https://fundrazr.com/51QQ23
